2007_SiteID,SITE_ID,VISIT_NO,UID,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,AREACLS,BORD_LAKE,CAT_UNIQUE,CH0712_CAT,CH0712_USE,CH0712_WGT,CNTYNAME,COMID2007,COMID2012,COMIDS2007,DES_FTYPE,DSGN12,ELEVATION,EPA_REG,EVAL_NAME,EVALSTAT,FEOW_ID,FS_EW,FW_ECO3,FW_ECO9,GNIS_ID,GNIS_NAME,HUC2,HUC8,LAKE_ORIGIN,LAKE_ORIGIN12,LAT_DD83,LON_DD83,MAJ_BASIN,MDCATY,MISS_BASIN,NA_L1CODE,NA_L2CODE,NA_L3CODE,NARS_NAME,NES_LAKE,NESLAKE_ID,NESSTORET,OWN_TYPE,OWNSHP,PANEL,PERIM_KM,RCHCODE,RT_NLA12,SITESAMP,SITETYPE,SIZE_CLASS,ST_DSGN,ST_MDCATY,ST_PANEL,ST_SITEID,ST_STRATUM,ST_WGT_ALL,ST_WGT_CAT,ST_WGT_DSGN,STATE,STATE_NLA,STATE_PCNT,STATECTY,STATUS,STATUS_ST,STRATUM,TNT,TNT_ST,URBAN,US_L3CODE,US_L3CODE_2015,US_L4CODE,US_L4CODE_2015,WGT_ALL,WGT_CAT,WGT_DSGN,XCOORD,YCOORD,ECO_BIO,IM_COMMENT,2012_Chloride,2007_Chloride,chloride_Difference
NLA06608-1377,NLA12_MT-110,1,7623,8/1/2012 0:00,WMTNS,WMT,7.763512398,B:4-10,No,NLA07RVT,NLA07_RVT12,Include,1282.04641,BEAVERHEAD,4222164,4222164,4222164,Lake/Pond: Hydrographic Category = Perennial,Included,2412.81,Region_8,Mystic Lake,TargetSampleable,142,West,WMTNS,WMT,787897,Mystic Lake,10,10020004,NATURAL,NATURAL,45.86918044,-113.5489263,10,REF07,Yes,6,6.2,6.2.15,Mystic Lake,,,,Forest Service,Wilderness FS,NLA07RVT,1.394078184,1.00E+13,R,Y,PROB,"(4,10]",,,,NLA12_MT-110,MT_NLA07RVT,0,,0,MT,MT,100,30001,Target_Sampled,,MT_NLA07RVT,Target,,No,16,16,16a,16a,1282.04641,MT_>4,7,-1356277.993,1061134.201,WMTNS,,0.143,0.144,-0.001
NLA06608-1383,NLA12_MN-121,1,7723,8/6/2012 0:00,PLNLOW,UMW,907.0460674,F:500+,No,NLA07RVT,NLA07_RVT12,Include,173.6545526,KANDIYOHI,4415506,4415506,4415506,Lake/Pond: Hydrographic Category = Perennial,Included,365.04,Region_5,Norway Lake,TargetSampleable,148,,PLNLOW,UMW,648750,Norway Lake,7,7020005,NATURAL,NATURAL,45.30812879,-95.10304092,7,NonREF07,Yes,8,8.1,8.1.4,Norway Lake,,,,Non Federal,Non-Federal,NLA07RVT,26.99303304,7.02E+12,T,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-121,MN_NLA07RVT,93,MN_Nut7_>50,2,MN,MN,100,27067,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,No,51,51,51j,51j,173.6545526,MN_>4,1.80952381,70304.86243,873541.5668,UMW,,14.905,15.697,-0.792
NLA06608-1387,NLA12_MI-115,1,1000081,7/19/2012 0:00,PLNLOW,UMW,131.8145051,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,113.4000018,KALAMAZOO,3472089,3472089,3472089,Lake/Pond: Hydrographic Category = Perennial,Included,260.47,Region_5,West Lake,TargetSampleable,116,,PLNLOW,UMW,1616130,West Lake,4,4050003,NATURAL,NATURAL,42.18639352,-85.57428357,4,NonREF07,No,8,8.1,8.1.6,West Lake,,,,Non Federal,Non-Federal,NLA07RVT,4.469202458,4.05E+12,T,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MI-115,MI_NLA07RVT,40,MI_>50,2,MI,MI,100,26077,Target_Sampled,Target_Sampled,MI_NLA07RVT,Target,Target,Yes,56,56,56b,56b,113.4000018,MI_>4,2.235294118,853682.5766,571848.3319,UMW,,69.719,46.95,22.769
NLA06608-1389,NLA12_MD-104,1,7955,8/15/2012 0:00,PLNLOW,CPL,52.58747903,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,6.639062368,WICOMICO,8383217,8383217,8383217,Lake/Pond: Hydrographic Category = Perennial,Included,2.91,Region_3,Johnsons Pond,TargetSampleable,158,,PLNLOW,CPL,594239,Johnsons Pond,2,2060007,MAN_MADE,MAN_MADE,38.37558017,-75.60016513,2,NonREF07,No,8,8.5,8.5.1,Johnsons Pond,NESLake,2409,2409,Non Federal,Non-Federal,NLA07RVT,8.000661624,2.06E+12,S,Y,PROB,>50,,,,NLA12_MD-104,MD_NLA07RVT,0,,0,MD,MD,100,24045,Target_Sampled,,MD_NLA07RVT,Target,,Yes,63,63,63f,63f,6.639062368,MD_>4,1,1751841.322,286885.9489,CPL,,15.984,15.095,0.889
NLA06608-1390,NLA12_MN-106,1,7765,8/8/2012 0:00,PLNLOW,UMW,467.7618235,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,8.464641162,DOUGLAS,4966619,4966619,4966619,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,413.52,Region_5,Lake Darling,TargetSampleable,148,,PLNLOW,UMW,642641,Lake Darling,7,7010108,NATURAL,NATURAL,45.91935185,-95.39679944,7,NonREF07,Yes,8,8.1,8.1.4,Lake Darling,NESLake,,,Non Federal,Non-Federal,NLA07RVT,13.71375949,7.01E+12,T,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-106,MN_NLA07RVT,5,MN_Nut7_>50,2,MN,MN,100,27041,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51j,51j,8.464641162,MN_>4,1.80952381,46849.00675,941270.2967,UMW,,16.612,16.329,0.283
NLA06608-1397,NLA12_CA-102,1,8264,8/28/2012 0:00,WMTNS,WMT,731.021414,F:500+,No,NLA07RVT,NLA07_RVT12,Include,19.19379315,SAN DIEGO,20342929,20342929,20342929,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,818.28,Region_9,Lake Henshaw,TargetSampleable,159,,WMTNS,WMT,271554,Lake Henshaw,18,18070303,MAN_MADE,RESERVOIR,33.23504244,-116.7444419,18,NonREF07,No,11,11.1,11.1.3,Lake Henshaw,NESLake,610,610,Non Federal,Non-Federal,NLA07RVT,20.2000769,1.81E+13,T,Y,PROB,>50,,,,NLA12_CA-102,CA_NLA07RVT,0,,0,CA,CA,100,6073,Target_Sampled,,CA_NLA07RVT,Target,,No,8,8,8e,8e,19.19379315,CA_>4,2.571428571,-1905572.072,-268446.5224,WMTNS,,49.5,48.145,1.355
NLA06608-1403,NLA12_CO-103,1,8505,9/12/2012 0:00,PLNLOW,SPL,611.5611803,F:500+,No,NLA07RVT,NLA07_RVT12,Include,19.12157378,LARIMER,11646,11646,11646,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,1510.61,Region_8,Boyd Lake,TargetSampleable,143,,PLNLOW,SPL,,,10,10190006,MAN_MADE,RESERVOIR,40.43632395,-105.0336532,10,NonREF07,Yes,9,9.4,9.4.1,,,,,Non Federal,Non-Federal,NLA07RVT,17.08625846,1.02E+13,T,Y,PROB,>50,,,,NLA12_CO-103,CO_NLA07RVT,0,,0,CO,CO,100,8069,Target_Sampled,,CO_NLA07RVT,Target,,Yes,25,25,25l,25l,19.12157378,CO_>4,2.1,-758661.0453,365159.7826,PLAINS,"TNT, EVALSTAT changed (missing)",13.916,10.781,3.135
NLA06608-1414,NLA12_CT-101,1,6689,6/20/2012 0:00,EHIGH,NAP,19.46022047,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,162.7718671,TOLLAND,6160981,6160981,6160981,Lake/Pond: Hydrographic Category = Perennial,Included,205.1,Region_1,Bissonnette Pond,TargetSampleable,118,,EHIGH,NAP,205541,Bissonnette Pond,1,1100002,MAN_MADE,MAN_MADE,41.92395129,-72.21958455,1,NonREF07,No,8,8.1,8.1.7,Bissonnette Pond,,,,Non Federal,Non-Federal,NLA07RVT2,2.78873884,1.10E+12,R,Y,PROB,"(10,20]",,,,NLA12_CT-101,CT_NLA07RVT,0,,0,CT,CT,100,9015,Target_Sampled,,CT_NLA07RVT,Target,,Yes,59,59,59b,59b,162.7718671,CT_>4,3.5,1938079.661,739377.4862,EHIGH,,16.78,23.899,-7.119
NLA06608-1434,NLA12_MI-106,1,1000156,8/16/2012 0:00,PLNLOW,UMW,184.4345589,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,113.4000018,CHARLEVOIX,13054946,13054946,13054946,Lake/Pond: Hydrographic Category = Perennial,Included,214.79,Region_5,Deer Lake,TargetSampleable,116,,PLNLOW,UMW,624480,Deer Lake,4,4060105,NATURAL,NATURAL,45.17151443,-84.98252331,4,NonREF07,No,8,8.1,8.1.4,Deer Lake,,,,Non Federal,Non-Federal,NLA07RVT,6.069711082,4.06E+12,S,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MI-106,MI_NLA07RVT,40,MI_>50,2,MI,MI,100,26029,Target_Sampled,Target_Sampled,MI_NLA07RVT,Target,Target,No,51,51,51m,51m,113.4000018,MI_>4,2.235294118,863401.7981,908120.8297,UMW,,15.02,13.681,1.339
NLA06608-1435,NLA12_IL-104,1,7249,7/18/2012 0:00,PLNLOW,TPL,88.50454108,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,54.29465472,LAKE,14770206,14770206,14770206,Lake/Pond: Hydrographic Category = Perennial,Included,257.23,Region_5,Lake Zurich,TargetSampleable,148,,PLNLOW,TPL,421683,Lake Zurich,7,7120006,NATURAL,NATURAL,42.19772807,-88.10331921,7,NonREF07,Yes,8,8.2,8.2.1,Lake Zurich,,,,Non Federal,Non-Federal,NLA07RVT,3.989732142,7.12E+12,T,Y,PROB,>50,,,,NLA12_IL-104,IL_NLA07RVT,0,,0,IL,IL,100,17097,Target_Sampled,,IL_NLA07RVT,Target,,Yes,53,53,53b,53b,54.29465472,IL_>4,3,647047.4005,553140.1873,PLAINS,,195.061,227.905,-32.844
NLA06608-1445,NLA12_OR-111,1,6843,6/27/2012 0:00,WMTNS,XER,278.6812204,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,14.9151949,HARNEY,24016243,120054013,24016243,Lake/Pond: Hydrographic Category = Perennial,Included,1267.15,Region_10,Baca Lake,TargetSampleable,124,,WMTNS,XER,,,17,17120003,NATURAL,NATURAL_ENH,42.91786524,-118.8540185,17,NonREF07,No,10,10.1,10.1.3,,,,,US FWS,National Wildlife Refuge FWS,NLA07RVT,7.717652484,1.71E+13,S,Y,PROB,>50,,,,NLA12_OR-111,OR_NLA07RVT,0,,0,OR,OR,100,41025,Target_Sampled,,OR_NLA07RVT,Target,,No,80,80,80e,80e,14.9151949,OR_>4,2.166666667,-1837604.64,828769.0995,WMTNS,,6.043,5.771,0.272
NLA06608-1447,NLA12_MN-111,1,6472,6/7/2012 0:00,PLNLOW,UMW,63.74591101,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,157.7072156,RAMSEY,1099282,1099282,1099282,Lake/Pond: Hydrographic Category = Perennial,Included,270.25,Region_5,Snail Lake,TargetSampleable,148,,PLNLOW,UMW,652195,Snail Lake,7,7010206,NATURAL,NATURAL,45.07573342,-93.12970047,7,NonREF07,Yes,8,8.1,8.1.4,Snail Lake,,,,Non Federal,Non-Federal,NLA07RVT,3.791391775,7.01E+12,S,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MN-111,MN_NLA07RVT,85,MN_Nut7_>50,2,MN,MN,100,27123,Target_Sampled,Target_Sampled,MN_NLA07RVT,Target,Target,Yes,51,51,51a,51a,157.7072156,MN_>4,1.80952381,225727.6741,850770.2545,UMW,,63.877,76.274,-12.397
NLA06608-1450,NLA12_MI-113,1,1000168,8/22/2012 0:00,PLNLOW,UMW,88.64700506,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,102.986062,MECOSTA,12132036,12132036,12132036,Lake/Pond: Hydrographic Category = Perennial,Included,292.17,Region_5,Blue Lake,TargetSampleable,116,,PLNLOW,UMW,621640,Blue Lake,4,4060102,NATURAL,NATURAL,43.62015035,-85.28522778,4,NonREF07,No,5,5.2,5.2.1,Blue Lake,,,,Non Federal,Non-Federal,NLA07RVT,4.378988544,4.06E+12,S,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MI-113,MI_NLA07RVT,36,MI_>50,2,MI,MI,100,26107,Target_Sampled,Target_Sampled,MI_NLA07RVT,Target,Target,No,50,50,50af,50af,102.986062,MI_>4,2.235294118,859229.9589,733648.1289,UMW,,12.467,11.925,0.542
NLA06608-1465,NLA12_PA-106,1,7596,7/31/2012 0:00,EHIGH,SAP,448.9603055,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.228572972,CARBON,4186689,4186689,4186689,Lake/Pond: Hydrographic Category = Perennial,Included,272.8,Region_3,Beltzville Dam,TargetSampleable,118,,EHIGH,SAP,,,2,2040106,MAN_MADE,RESERVOIR,40.86163552,-75.61191223,2,NonREF07,No,8,8.4,8.4.1,Beltzville Dam,NESLake,4220,4220,Non Federal,Non-Federal,NLA07RVT,37.73801088,2.04E+12,S,Y,PROB,>50,,,,NLA12_PA-106,PA_NLA07RVT,0,,0,PA,PA,100,42089,Target_Sampled,,PA_NLA07RVT,Target,,Yes,67,67,67b,67b,7.228572972,PA_>4,2.571428571,1691540.923,558858.3764,EHIGH,,11.04,10.353,0.687
NLA06608-1469,NLA12_GA-102,1,7307,7/19/2012 0:00,PLNLOW,CPL,5.011122915,B:4-10,No,NLA07RVT,NLA07_RVT12,Include,1148.622872,RICHMOND,22721231,22721231,22721231,Lake/Pond: Hydrographic Category = Perennial,Included,31.76,Region_4,Brierpatch Lake,TargetSampleable,157,,PLNLOW,CPL,311796,Brierpatch Lake,3,3060106,NATURAL,NATURAL,33.29924834,-81.8952677,3,NonREF07,No,8,8.3,8.3.5,Brierpatch Lake,,,,Non Federal,Non-Federal,NLA07RVT,2.164180876,3.06E+12,S,Y,PROB,"(4,10]",,,,NLA12_GA-102,GA_NLA07RVT,0,,0,GA,GA,100,13245,Target_Sampled,,GA_NLA07RVT,Target,,Yes,65,65,65p,65p,1148.622872,GA_>4,3,1300149.646,-373427.0898,CPL,,3.939,5.054,-1.115
NLA06608-1483,NLA12_CO-109,1,8184,8/23/2012 0:00,WMTNS,WMT,51.02796638,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,33.9172379,GRAND,1233765,1233765,1233765,Lake/Pond: Hydrographic Category = Perennial,Included,3029.04,Region_8,Meadow Creek Reservoir,TargetSampleable,130,,WMTNS,WMT,169432,Meadow Creek Reservoir,14,14010001,MAN_MADE,RESERVOIR,40.05558648,-105.7470802,14,NonREF07,No,6,6.2,6.2.14,Meadow Creek Reservoir,,,,Non Federal,National Recreation Area FS,NLA07RVT,3.609063575,1.40E+13,S,Y,PROB,>50,,,,NLA12_CO-109,CO_NLA07RVT,0,,0,CO,CO,100,8049,Target_Sampled,,CO_NLA07RVT,Target,,No,21,21,21b,21b,33.9172379,CO_>4,2.1,-822740.5245,328648.7115,WMTNS,"TNT, EVALSTAT changed (missing)",0.146,0.126,0.02
NLA06608-1484,NLA12_AR-104,1,7812,8/9/2012 0:00,EHIGH,SAP,44.682124,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,174.9925497,JOHNSON,7764393,7764393,7764393,Lake/Pond: Hydrographic Category = Perennial,Included,203.73,Region_6,Horsehead Lake,TargetSampleable,147,,EHIGH,SAP,,,11,11110202,MAN_MADE,RESERVOIR,35.5624593,-93.63756822,11,REF07,Yes,8,8.4,8.4.7,,,,,Non Federal,National Forest FS,NLA07RVT,4.738604684,1.11E+13,R,Y,PROB,"(20,50]",,,,NLA12_AR-104,AR_NLA07RVT,0,,0,AR,AR,100,5071,Target_Sampled,,AR_NLA07RVT,Target,,No,37,37,37c,37c,174.9925497,AR_>4,2,212253.9491,-214399.1481,EHIGH,,1.4,1.522,-0.122
NLA06608-1487,NLA12_MI-111,1,7001,7/5/2012 0:00,PLNLOW,TPL,384.9121869,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,12.79786549,WASHTENAW,13174839,13174839,13174839,Lake/Pond: Hydrographic Category = Perennial,Included,218.11,Region_5,Ford Lake,TargetSampleable,116,,PLNLOW,TPL,,,4,4090005,MAN_MADE,RESERVOIR,42.2158744,-83.58440358,4,NonREF07,No,8,8.2,8.2.2,Ford Lake,NESLake,2629,2629,Non Federal,Non-Federal,NLA07RVT,17.21910366,4.09E+12,S,Y,PROB,>50,Included,NonREF07,NLA07RVT,NLA12_MI-111,MI_NLA07RVT,5,MI_>50,2,MI,MI,100,26161,Target_Sampled,Target_Sampled,MI_NLA07RVT,Target,Target,Yes,57,57,57a,57a,12.79786549,MI_>4,2.235294118,1015336.008,594689.9401,PLAINS,,113,111.617,1.383
NLA06608-1504,NLA12_MO-106,1,8554,9/13/2012 0:00,EHIGH,SAP,2844.071472,F:500+,No,NLA07RVT,NLA07_RVT12,Include,11.2813649,WAYNE,734509,167166315,734509,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,109.07,Region_7,Lake Wappapello,TargetSampleable,147,East,EHIGH,SAP,,,8,8020202,MAN_MADE,RESERVOIR,36.91927707,-90.31725137,8,NonREF07,Yes,8,8.4,8.4.5,Wappapello Reservoir,NESLake,2906,2906,Forest Service,National Forest FS,NLA07RVT,191.8481142,8.02E+12,S,Y,PROB,>50,,,,NLA12_MO-106,MO_NLA07RVT,0,,0,MO,MO,100,29223,Target_Sampled,,MO_NLA07RVT,Target,,No,39,39,39j,39j,11.2813649,MO_>4,2.714285714,501236.3575,-50084.04228,EHIGH,Apparently sampled despite REASON_NOT_SAMPLED recorded,3.42,2.601,0.819
NLA06608-1511,NLA12_SD-102,1,6871,6/28/2012 0:00,PLNLOW,TPL,191.7548004,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,14.83052899,BROWN,11473474,11473474,11473474,Lake/Pond: Hydrographic Category = Perennial,Included,414.2,Region_8,Richmond Lake,TargetSampleable,143,,PLNLOW,TPL,1257386,Richmond Lake,10,10160003,MAN_MADE,MAN_MADE,45.53499061,-98.61510704,10,NonREF07,Yes,9,9.2,9.2.1,Richmond Lake,NESLake,4624,4624,Non Federal,Non-Federal,NLA07RVT,16.43896758,1.02E+13,T,Y,PROB,>50,,,,NLA12_SD-102,SD_NLA07RVT,0,,0,SD,SD,100,46013,Target_Sampled,,SD_NLA07RVT,Target,,No,46,46,46i,46i,14.83052899,SD_>4,2.846153846,-204258.9122,901239.1269,PLAINS,,59.585,89.878,-30.293
NLA06608-1521,NLA12_ID-104,1,7671,8/2/2012 0:00,WMTNS,XER,61.47486398,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,15.8529176,FRANKLIN,4558486,4558486,4558486,Lake/Pond: Hydrographic Category = Perennial; Stage = Normal Pool,Included,1512,Region_10,Treasureton Reservoir,TargetSampleable,127,,WMTNS,XER,,,16,16010202,MAN_MADE,RESERVOIR,42.24331356,-111.8494043,16,NonREF07,No,10,10.1,10.1.5,,,,,Non Federal,Non-Federal,NLA07RVT,5.862210127,1.60E+13,S,Y,PROB,>50,,,,NLA12_ID-104,ID_NLA07RVT,0,,0,ID,ID,100,16041,Target_Sampled,,ID_NLA07RVT,Target,,No,13,13,13i,13i,15.8529176,ID_>4,2.7,-1293317.298,639438.6223,WMTNS,,33.587,31.862,1.725
NLA06608-1524,NLA12_OK-122,1,6236,5/21/2012 0:00,PLNLOW,SPL,51.21724256,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,2.437808433,COTTON,673854,673854,673854,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,310.31,Region_6,Dave Boyer Lake,TargetSampleable,144,,PLNLOW,SPL,,,11,11130202,MAN_MADE,RESERVOIR,34.37372835,-98.33928249,11,OK_LT500,Yes,9,9.4,9.4.2,,,,,Non Federal,Non-Federal,NLA07RVT,3.924952389,1.11E+13,S,Y,PROB,>50,Included,OK_LT500,NLA07RVT,OK311300010080_00,OK_NLA07RVT_OKSF_LT500,15,OK_OK_LT500,1,OK,OK,100,40033,Target_Sampled,Target_Sampled,OK_NLA07RVT_OKSF_LT500,Target,Target,Yes,27,27,27i,27i,2.437808433,OK_>4,1,-213447.9189,-347405.7261,PLAINS,,28.6,24.251,4.349
NLA06608-1529,NLA12_NV-104,1,7137,7/12/2012 0:00,WMTNS,XER,4566.923149,F:500+,No,NLA07RVT,NLA07_RVT12,Include,5.507343021,PERSHING,13067026,120053478,13067026,Lake/Pond: Hydrographic Category = Perennial,Included,1261,Region_9,Rye Patch Reservoir,TargetSampleable,126,,WMTNS,XER,,,16,16040108,MAN_MADE,RESERVOIR,40.69658925,-118.2877882,16,NonREF07,No,10,10.1,10.1.5,Rye Patch Reservoir,NESLake,3204,3204,Non Federal,Bureau of Reclamation BOR,NLA07RVT,160.5151463,1.60E+13,S,Y,PROB,>50,,,,NLA12_NV-104,NV_NLA07RVT,0,,0,NV,NV,100,32027,Target_Sampled,,NV_NLA07RVT,Target,,No,13,13,13j,13j,5.507343021,NV_>4,2.833333333,-1850675.135,576242.7858,WMTNS,,85.172,99.338,-14.166
NLA06608-1532,NLA12_IL-103,1,8327,8/30/2012 0:00,PLNLOW,TPL,42.64361798,C:10-50,No,NLA07RVT,NLA07_RVT12,Include,13.83703919,KNOX,6961999,6961999,6961999,Lake/Pond: Hydrographic Category = Perennial,Included,229.16,Region_5,Lake Storey,TargetSampleable,148,,PLNLOW,TPL,1719700,Storey Lake,7,7080104,MAN_MADE,MAN_MADE,40.98833771,-90.40342515,7,NonREF07,Yes,8,8.3,8.3.2,Storey Lake,NESLake,1751,1751,Non Federal,Non-Federal,NLA07RVT,7.406657942,7.08E+12,S,Y,PROB,"(20,50]",,,,NLA12_IL-103,IL_NLA07RVT,0,,0,IL,IL,100,17095,Target_Sampled,,IL_NLA07RVT,Target,,Yes,72,72,72i,72i,13.83703919,IL_>4,3,466807.3111,404648.074,PLAINS,,53.178,46.536,6.642
NLA06608-1538,NLA12_MD-101,1,6968,7/5/2012 0:00,EHIGH,SAP,85.66903349,D:50-100,No,NLA07RVT,NLA07_RVT12,Include,3.760771862,ALLEGANY,14362370,14362370,14362370,Lake/Pond: Hydrographic Category = Perennial,Included,380.07,Region_3,Lake Habeeb,TargetSampleable,158,,EHIGH,SAP,594349,Lake Habeeb,2,2070002,MAN_MADE,MAN_MADE,39.70336556,-78.6529137,2,REF07,No,8,8.4,8.4.1,Lake Habeeb,,,,Non Federal,Non-Federal,NLA07RVT2,7.640168712,2.07E+12,S,Y,PROB,>50,,,,NLA12_MD-101,MD_NLA07RVT,0,,0,MD,MD,100,24001,Target_Sampled,,MD_NLA07RVT,Target,,Yes,67,67,67a,67a,3.760771862,MD_>4,1,1465851.384,381111.081,EHIGH,,3.171,3.887,-0.716
NLA06608-1558,NLA12_ME-101,1,7773,8/8/2012 0:00,EHIGH,NAP,103.9488395,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,106.9001716,HANCOCK,2678904,2678904,2678904,Lake/Pond: Hydrographic Category = Perennial,Included,98.23,Region_1,Lower Middle Branch Pond,TargetSampleable,118,,EHIGH,NAP,570518,Lower Middle Branch Pond,1,1050002,NATURAL,NATURAL,44.87942422,-68.22634141,1,REF07,No,8,8.1,8.1.8,Lower Middle Branch Pond,,,,Non Federal,Non-Federal,NLA07RVT2,6.052488273,1.05E+12,R,Y,PROB,>50,,,,NLA12_ME-101,ME_NLA07RVT,0,,0,ME,ME,100,23009,Target_Sampled,,ME_NLA07RVT,Target,,No,82,82,82c,82c,106.9001716,ME_>4,1,2159852.861,1143391.701,EHIGH,,2.15,1.286,0.864
NLA06608-1560,NLA12_TX-113,1,7640,8/2/2012 0:00,PLNLOW,CPL,7062.473612,F:500+,No,NLA07RVT,NLA07_RVT12,Include,7.741669458,MARION,1010832,1010832,1010832,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,69.44,Region_6,Lake O the Pines,TargetSampleable,145,,PLNLOW,CPL,1375468,Lake O the Pines,11,11140305,MAN_MADE,RESERVOIR,32.81786479,-94.66358144,11,NonREF07,Yes,8,8.3,8.3.7,Lake O the Pines,NESLake,4818,4818,Non Federal,Army Corps of Engineers DOD,NLA07RVT,191.0198307,1.11E+13,S,Y,PROB,>50,,,,NLA12_TX-113,TX_NLA07RVT,0,,0,TX,TX,100,48343,Target_Sampled,,TX_NLA07RVT,Target,,No,35,35,35a,35a,7.741669458,TX_>4,2.666666667,124393.629,-522941.4257,CPL,,17.452,11.998,5.454
NLA06608-1564,NLA12_OK-118,1,6270,5/23/2012 0:00,PLNLOW,SPL,141.5132383,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,2.684319352,WASHITA,556549,556549,556549,Lake/Pond: Hydrographic Category = Perennial,Included,499.88,Region_6,Lake Hobart,TargetSampleable,144,,PLNLOW,SPL,,,11,11120303,MAN_MADE,RESERVOIR,35.17438787,-99.07748881,11,OK_LT500,Yes,9,9.4,9.4.2,,,,,Non Federal,Non-Federal,NLA07RVT,12.45807696,1.11E+13,S,Y,PROB,>50,Included,OK_LT500,NLA07RVT,OK311500030060_00,OK_NLA07RVT_OKSF_LT500,16,OK_OK_LT500,1,OK,OK,100,40149,Target_Sampled,Target_Sampled,OK_NLA07RVT_OKSF_LT500,Target,Target,No,27,27,27q,27q,2.684319352,OK_>4,1,-277885.0983,-255972.4877,PLAINS,,15.6,13.054,2.546
NLA06608-1579,NLA12_IN-113,1,7592,7/30/2012 0:00,PLNLOW,UMW,407.1980919,E:100-500,No,NLA07RVT,NLA07_RVT12,Include,7.1217646,STEUBEN,12259122,12259122,12259122,Lake/Pond: Hydrographic Category = Perennial,Included,296.1,Region_5,Lake James,TargetSampleable,116,,PLNLOW,UMW,443740,Snow Lake,4,4050001,NATURAL,NATURAL,41.69099262,-85.02355495,4,NonREF07,No,8,8.1,8.1.6,Lake James,NESLake,1853,1853,Non Federal,Non-Federal,NLA07RVT,18.03547764,4.05E+12,T,Y,PROB,>50,,,,NLA12_IN-113,IN_NLA07RVT,0,,0,IN,IN,100,18151,Target_Sampled,,IN_NLA07RVT,Target,,Yes,56,56,56a,56a,7.1217646,IN_>4,2.9375,904968.8198,521874.3768,UMW,LAKE_POLY changed (YES). Polygon needs to be split between Lake James and Snow Lake,48.943,51.134,-2.191
NLA06608-1608,NLA12_LA-104,1,6718,6/20/2012 0:00,PLNLOW,CPL,6276.012165,F:500+,No,NLA07RVT,NLA07_RVT12,Include,18.65675912,BIENVILLE,19950538,120053896,19950538,Lake/Pond: Hydrographic Category = Perennial; Stage = Average Water Elevation,Included,42.57,Region_6,Lake Bistineau,TargetSampleable,145,,PLNLOW,CPL,556196,Tadpole Lake,11,11140203,MAN_MADE,MAN_MADE,32.33548183,-93.42201588,11,REF07,Yes,8,8.3,8.3.7,Tadpole Lake,NESLake,2203,2203,Non Federal,Non-Federal,NLA07RVT,154.1644307,1.11E+13,S,Y,PROB,>50,,,,NLA12_LA-104,LA_NLA07RVT,0,,0,LA,LA,100,22119,Target_Sampled,,LA_NLA07RVT,Target,,Yes,35,35,35c,35c,18.65675912,LA_>4,5,241396.0677,-574340.5598,CPL,,8.524,7.434,1.09
